Posição,Número,Nome,Team,Status,Lesão,Valor de Mercado,player_id
DEF,2,João Lucas,Remo,Active,,4.0,https://www.sofascore.com/football/player/joao-lucas/981019
GK,12,Ivan Quaresma,Internacional,Active,,4.0,https://www.sofascore.com/football/player/ivan-quaresma/795029
GK,40,Cristhian Loor,Botafogo,Active,,4.0,https://www.sofascore.com/football/player/cristhian-loor/1470452
DEF,25,Riquelme,Vasco da Gama,Active,,4.0,https://www.sofascore.com/football/player/riquelme/1016905
GK,43,Kaio Assis,Atlético Mineiro,Active,,4.0,https://www.sofascore.com/football/player/kaio-assis/2033878
GK,98,Vitor Eudes,Fluminense,Active,,4.0,https://www.sofascore.com/football/player/vitor-eudes/927666
GK,1,Raúl,Botafogo,Active,,4.0,https://www.sofascore.com/football/player/raul/866736
GK,37,Pablo,Vasco da Gama,Active,,4.0,https://www.sofascore.com/football/player/pablo/1652393
DEF,6,Jorge,Remo,Active,,4.0,https://www.sofascore.com/football/player/jorge/759428
DEF,44,Viery,Grêmio,Active,,4.0,https://www.sofascore.com/football/player/viery/1907760
DEF,43,Luis Guedes,Grêmio,Active,,4.0,https://www.sofascore.com/football/player/luis-eduardo-guedes-de-souza/1895389
GK,1,Gabriel Delfim,Atlético Mineiro,Active,,4.0,https://www.sofascore.com/football/player/gabriel-delfim/1117032
GK,1,Diogenes,Santos,Active,,4.0,https://www.sofascore.com/football/player/diogenes/1128754
DEF,3,Kevyson,Santos,Active,,4.0,https://www.sofascore.com/football/player/kevyson/1389980
DEF,16,Felipe Jonatan,Mirassol,Active,,4.0,https://www.sofascore.com/football/player/felipe-jonatan/931574
GK,13,Keiller,Internacional,Active,,4.0,https://www.sofascore.com/football/player/keiller/840082
DEF,2,Tinga,Coritiba,Active,,4.0,https://www.sofascore.com/football/player/tinga/330057
DEF,33,Lyncon,Vasco da Gama,Active,,4.0,https://www.sofascore.com/football/player/lyncon/1463561
DEF,66,José Guilherme,Bahia,Active,,4.0,https://www.sofascore.com/football/player/jose-guilherme/1476894
GK,12,Anderson,Chapecoense,Active,,4.0,https://www.sofascore.com/football/player/anderson/942061
ATA,74,Andrey Fernandes de Oliveira Nunes,Vasco da Gama,Active,,4.0,https://www.sofascore.com/football/player/fernandes-andrey/2039991
DEF,20,Clayton Sampaio,Internacional,Active,,4.0,https://www.sofascore.com/football/player/clayton/1394242
DEF,40,Vitor Fernandes Chaves Teixeira,Atlético Mineiro,Active,,4.0,https://www.sofascore.com/football/player/vitor-fernandes-chaves-teixeira/1829020
GK,23,Alex Muralha,Mirassol,Active,,4.0,https://www.sofascore.com/football/player/alex-muralha/340113
DEF,4,Román Gómez,Bahia,Active,,4.0,https://www.sofascore.com/football/player/gomez-roman/1807816
GK,84,Gabriel Werneck,Flamengo,Active,,4.0,https://www.sofascore.com/football/player/werneck/2408578
DEF,13,Sergio Palacios,Red Bull Bragantino,Active,,4.0,https://www.sofascore.com/football/player/palacios-sergio/1525493
DEF,65,Arthur Dias,Athletico,Active,,4.0,https://www.sofascore.com/football/player/arthur-dias/2063956
GK,52,Felipe Gabriel Preis,São Paulo,Active,,4.0,https://www.sofascore.com/football/player/felipe-gabriel-preis/1631898
ATA,45,Rafael Freitas,Santos,Active,,4.0,https://www.sofascore.com/football/player/rafael-freitas/1430092
DEF,27,Kayky Almeida,Remo,Active,,4.0,https://www.sofascore.com/football/player/kayky-almeida/1464528
DEF,43,Luis Eduardo,Grêmio,Active,,4.0,https://www.sofascore.com/football/player/luis-eduardo/2352783
GK,51,Luiz Sá,Palmeiras,Active,,4.0,https://www.sofascore.com/football/player/luiz-sa/2060231
DEF,20,Rafael Venâncio,Corinthians,Active,,4.0,https://www.sofascore.com/football/player/rafael-venancio/2270857
DEF,61,Leonardo Derik,Athletico,Active,,4.0,https://www.sofascore.com/football/player/leonardo-derik/1199277
DEF,29,Gastón Benavídez,Athletico,Active,,4.0,https://www.sofascore.com/football/player/gaston-benavidez/981452
DEF,40,Davi Duarte,Fluminense,Active,,4.0,https://www.sofascore.com/football/player/davi-duarte-schuindt/1631679
DEF,67,Kaio Júnior,Flamengo,Active,,4.0,https://www.sofascore.com/football/player/kaio-junior/2028687
GK,46,Pedro Cobra,Atlético Mineiro,Active,,4.0,https://www.sofascore.com/football/player/pedro-cobra/1597269
GK,71,Pedro Batista,Flamengo,Active,,4.0,https://www.sofascore.com/football/player/pedro-batista/2440991
GK,12,Pedro Rangel,Coritiba,Active,,4.0,https://www.sofascore.com/football/player/pedro-rangel/1092614
GK,35,Alexandre Fintelman,Vitória,Active,,4.0,https://www.sofascore.com/football/player/alexandre-fintelman/1017274
DEF,23,Tiago,Coritiba,Active,,4.0,https://www.sofascore.com/football/player/tiago/1124329
DEF,36,Kauã Pascini,Atlético Mineiro,Active,,4.0,https://www.sofascore.com/football/player/kaua-pascini-resende/1829022
GK,22,Kauan,Internacional,Active,,4.0,https://www.sofascore.com/football/player/kauan/1485233
DEF,6,Felipe Vieira,Vitória,Active,,4.0,https://www.sofascore.com/football/player/felipe-vieira/892875
MEI,60,João Vitor Silva,Vasco da Gama,Active,,4.0,https://www.sofascore.com/football/player/joao-vitor-cardoso-silva/2075165
DEF,42,Pablo Pereira da Costa,Internacional,Active,,4.0,https://www.sofascore.com/football/player/pereira-da-costa-pablo/2040091
DEF,58,Ythallo,Botafogo,Active,,4.0,https://www.sofascore.com/football/player/ythallo/1512551
GK,31,Gabriel Menegon,Grêmio,Active,,4.0,https://www.sofascore.com/football/player/gabriel-menegon/2152875
GK,36,Allan Vitor,Vasco da Gama,Active,,4.0,https://www.sofascore.com/football/player/allan-vitor-silva-de-barros/1589419
DEF,14,Bressan,Chapecoense,Active,,4.0,https://www.sofascore.com/football/player/bressan/312114
DEF,16,João Almeida,Coritiba,Active,,4.0,https://www.sofascore.com/football/player/joao-vitor-da-silva-almeida/1588318
GK,61,Victor Nascimento,Bahia,Active,,4.0,https://www.sofascore.com/football/player/joao-victor-nascimento-da-silva/2077503
DEF,17,Diogo Batista de Souza,Coritiba,Active,,4.0,https://www.sofascore.com/football/player/diogo-batista-de-souza/1588320
DEF,34,Samuel Lima Barros,Atlético Mineiro,Active,,4.0,https://www.sofascore.com/football/player/lima-barros-samuel/1633611
DEF,6,Gabriel Da Silva Abdias,Botafogo,Active,,4.0,https://www.sofascore.com/football/player/gabriel-da-silva-abdias/2084595
GK,24,Marcelo Eraclito  de Souza Filho,Cruzeiro,Active,,4.0,https://www.sofascore.com/football/player/marcelo-eraclito-de-souza-filho/1633746
GK,42,Davi Barbosa da Silva Novaes,Vitória,Active,,4.0,https://www.sofascore.com/football/player/davi-barbosa-da-silva-novaes/1633877
GK,94,Ygor Vinhas,Remo,Active,,4.0,https://www.sofascore.com/football/player/ygor-vinhas/922569
GK,90,Thomazella,Mirassol,Active,,4.0,https://www.sofascore.com/football/player/thomazella/870929
GK,1,Rafael Santos,Chapecoense,Active,,4.0,https://www.sofascore.com/football/player/rafael-santos/108480
MEI,5,José Breno,Vitória,Active,,4.0,https://www.sofascore.com/football/player/jose-breno/1896090
GK,1,Benassi,Coritiba,Active,,4.0,https://www.sofascore.com/football/player/benassi/1174621
DEF,4,João Paulo,Chapecoense,Active,,4.0,https://www.sofascore.com/football/player/joao-paulo/1019157
DEF,56,William Fernando,Cruzeiro,Active,,4.0,https://www.sofascore.com/football/player/william-fernando/2437584
DEF,57,Pedro Henrique Pinheiro de Jesus,Vitória,Active,,4.0,https://www.sofascore.com/football/player/pedro-henrique-pinheiro-de-jesus/1633653
ATA,,Roger Ruan,Bahia,Active,,4.0,https://www.sofascore.com/football/player/roger-ruan-pereira-santos/1589573
DEF,6,Mancha,Chapecoense,Active,,4.0,https://www.sofascore.com/football/player/mancha/1108007
MEI,37,Pedro Assis,Santos,Active,,4.0,https://www.sofascore.com/football/player/pedro-assis-goncalves/1831085
GK,37,Fabrício,Red Bull Bragantino,Active,,4.0,https://www.sofascore.com/football/player/fabricio/1047208
DEF,32,Jhonnathan,Chapecoense,Active,,4.0,https://www.sofascore.com/football/player/jhonnathan/1067637
DEF,18,Kauan,Vitória,Active,,4.0,https://www.sofascore.com/football/player/kauan-santos-neves/2025518
DEF,50,Kauan Alves,Internacional,Active,,4.0,https://www.sofascore.com/football/player/kauan-alves/2111310
DEF,83,Frederico Lippert Neto Gomes,Bahia,Active,,4.0,https://www.sofascore.com/football/player/lippert-neto-gomes-frederico/2399662
DEF,20,Gustavo Talles,Chapecoense,Active,,4.0,https://www.sofascore.com/football/player/gustavo-talles/1473223
DEF,22,Felipe Guimarães,Coritiba,Active,,4.0,https://www.sofascore.com/football/player/felipe-guimaraes/1871902
DEF,3,Fábio Ferreira,Athletico,Active,,4.0,https://www.sofascore.com/football/player/fabio-ferreira/1631220
DEF,40,Lazáro,Internacional,Active,,4.0,https://www.sofascore.com/football/player/lazaro/2152088
DEF,13,Murilo Camargo,Athletico,Active,,4.0,https://www.sofascore.com/football/player/murilo-camargo/1882409
DEF,51,Cauê Nascimento Santos,Red Bull Bragantino,Active,,4.0,https://www.sofascore.com/football/player/caue-nascimento-santos/1632360
DEF,2,Lucas Taverna,Coritiba,Active,,4.0,https://www.sofascore.com/football/player/lucas-taverna/1864297
DEF,13,João Pedro Santos Oliveira,Coritiba,Active,,4.0,https://www.sofascore.com/football/player/joao-pedro-santos-oliveira/1589464
DEF,26,Everton,Chapecoense,Active,,4.0,https://www.sofascore.com/football/player/everton/1105058
GK,24,Fernando Costa,Red Bull Bragantino,Active,,4.0,https://www.sofascore.com/football/player/pires-costa-fernando-henrique/2140167
DEF,56,Miguel Sampaio,Fluminense,Active,,4.0,https://www.sofascore.com/football/player/miguel-sampaio/2441798
GK,23,Carlos Eduardo Souza de Barros,Athletico,Active,,4.0,https://www.sofascore.com/football/player/carlos-eduardo-souza-de-barros/2436848
DEF,15,Arthur Vanzela,Chapecoense,Active,,4.0,https://www.sofascore.com/football/player/arthur-vanzela/1167080
DEF,21,Kauan Faria Gomes,Chapecoense,Active,,4.0,https://www.sofascore.com/football/player/kauan-faria-gomes/1588001
GK,50,Lucas,Fluminense,Active,,4.0,https://www.sofascore.com/football/player/lucas/2441797
DEF,13,João Gabriel Queiroz Marques,Vitória,Active,,4.0,https://www.sofascore.com/football/player/joao-gabriel-queiroz-marques/2081316
DEF,16,Carlos Eduardo,Chapecoense,Active,,4.0,https://www.sofascore.com/football/player/carlos-eduardo-galvao-pires/1915450
DEF,4,Ivan Henrique,Vitória,Active,,4.0,https://www.sofascore.com/football/player/ivan-henrique/2442382
DEF,15,Guilherme Inácio Cavalcante da Silva,Vitória,Active,,4.0,https://www.sofascore.com/football/player/guilherme-inacio-cavalcante-da-silva/2442343
GK,,Guilherme Felipe Martins,Athletico,Active,,4.0,https://www.sofascore.com/football/player/guilherme-felipe-martins/1882393
DEF,14,Kauan Noveli,Coritiba,Active,,4.0,https://www.sofascore.com/football/player/kauan-noveli/2440264
GK,12,Lucas de Mello Soares,Coritiba,Active,,4.0,https://www.sofascore.com/football/player/lucas-de-mello-soares/2440263
