Posição,Número,Nome,Nacionalidade,Altura,Nascimento,Team,Valor de Mercado,player_id
Forward,33,Erick,BRA,173.0,10/12/1997,Vitoria,1.6,https://www.sofascore.com/football/player/erick/895650
Forward,79,Renato Kayzer,BRA,178.0,17/02/1996,Vitoria,0.915,https://www.sofascore.com/football/player/renato-kayzer/814723
Forward,17,Aitor Cantalapiedra,ESP,178.0,10/02/1996,Vitoria,0.0,https://www.sofascore.com/football/player/aitor-cantalapiedra/823831
Forward,23,Fabrício Santos,BRA,186.0,08/10/2000,Vitoria,1.0,https://www.sofascore.com/football/player/fabricio-santos/975351
Forward,31,Renzo López,URU,190.0,16/04/1994,Vitoria,0.72,https://www.sofascore.com/football/player/renzo-lopez/926513
Forward,50,Paulo Roberto,BRA,177.0,13/11/2005,Vitoria,0.0,https://www.sofascore.com/football/player/paulo-roberto-dos-santos-almeida/2112480
Forward,16,Gustavo Sobral Alves Pereira,-,,01/05/2004,Vitoria,1.2,https://www.sofascore.com/football/player/gustavo-sobral-alves-pereira/2440222
Midfielder,10,Matheuzinho,BRA,165.0,18/10/1997,Vitoria,0.0,https://www.sofascore.com/football/player/matheuzinho/795266
Midfielder,44,Gabriel Baralhas,BRA,178.0,10/10/1998,Vitoria,1.6,https://www.sofascore.com/football/player/gabriel-baralhas/922575
Midfielder,6,Pepê,BRA,183.0,06/01/1998,Vitoria,0.27,https://www.sofascore.com/football/player/pepe/946945
Midfielder,11,Osvaldo,BRA,170.0,11/04/1987,Vitoria,0.205,https://www.sofascore.com/football/player/osvaldo/90468
Midfielder,21,Dudu,BRA,186.0,05/06/1999,Vitoria,0.465,https://www.sofascore.com/football/player/dudu/1124220
Midfielder,22,Lucas Braga,BRA,184.0,10/11/1996,Vitoria,0.97,https://www.sofascore.com/football/player/lucas-braga/934801
Midfielder,8,Ronald,BRA,171.0,18/06/1997,Vitoria,0.335,https://www.sofascore.com/football/player/ronald/931521
Midfielder,19,Kike Saverio,ECU,178.0,19/06/1999,Vitoria,0.47,https://www.sofascore.com/football/player/kike-saverio/1032938
Midfielder,8,Filipe Machado,BRA,174.0,20/01/1996,Vitoria,0.335,https://www.sofascore.com/football/player/filipe-machado/844601
Midfielder,95,Caique Gonçalves,BRA,178.0,10/10/1995,Vitoria,0.485,https://www.sofascore.com/football/player/caique-goncalves/871032
Midfielder,20,Rúben Rodrigues,POR,181.0,01/08/1996,Vitoria,0.0,https://www.sofascore.com/football/player/ruben-rodrigues/946563
Midfielder,11,Felipe Cardoso,BRA,178.0,04/03/2003,Vitoria,0.205,https://www.sofascore.com/football/player/felipe-cardoso/1652635
Midfielder,8,Dudu Miraíma,BRA,173.0,15/06/2000,Vitoria,0.335,https://www.sofascore.com/football/player/eduardo/1017251
Midfielder,16,Rúben Ramos Ismael,POR,184.0,25/03/1999,Vitoria,1.2,https://www.sofascore.com/football/player/ruben-ramos-ismael/1469058
Midfielder,10,Pablo Santos,BRA,175.0,03/08/2003,Vitoria,0.0,https://www.sofascore.com/football/player/pablo/1841330
Midfielder,50,Wanderson Papaterra Matos,BRA,172.0,27/07/2005,Vitoria,0.0,https://www.sofascore.com/football/player/wanderson-papaterra-matos/2025531
Midfielder,17,Ítalo Machado,BRA,,26/02/2008,Vitoria,0.0,https://www.sofascore.com/football/player/italo-machado/1857960
Midfielder,24,Bernardo,BRA,180.0,10/06/2005,Vitoria,0.0,https://www.sofascore.com/football/player/bernardo/2442387
Defender,13,Ramon,BRA,176.0,13/03/2001,Vitoria,0.0,https://www.sofascore.com/football/player/ramon/980761
Defender,2,Claudinho,BRA,180.0,24/09/2000,Vitoria,1.8,https://www.sofascore.com/football/player/claudinho/992791
Defender,4,Camutanga,BRA,189.0,27/09/1993,Vitoria,0.0,https://www.sofascore.com/football/player/camutanga/931759
Defender,83,Jamerson,BRA,177.0,09/09/1998,Vitoria,0.95,https://www.sofascore.com/football/player/jamerson/972373
Defender,3,Zé Marcos,BRA,188.0,01/02/1998,Vitoria,0.99,https://www.sofascore.com/football/player/ze-marcos/901700
Defender,77,Neris,BRA,190.0,17/06/1992,Vitoria,0.32,https://www.sofascore.com/football/player/neris/840247
Defender,43,Edu,BRA,188.0,16/06/2000,Vitoria,0.73,https://www.sofascore.com/football/player/edu/989715
Defender,98,Mateusinho,BRA,175.0,07/10/1998,Vitoria,0.775,https://www.sofascore.com/football/player/mateusinho/1107069
Defender,5,Riccieli,BRA,184.0,17/09/1998,Vitoria,1.9,https://www.sofascore.com/football/player/riccieli/927166
Defender,6,Felipe Vieira,BRA,177.0,04/05/1999,Vitoria,0.27,https://www.sofascore.com/football/player/felipe-vieira/892875
Defender,57,Pedro Henrique Pinheiro de Jesus,BRA,,23/07/2005,Vitoria,0.0,https://www.sofascore.com/football/player/pedro-henrique-pinheiro-de-jesus/1633653
Defender,18,Kauan,BRA,189.0,15/03/2007,Vitoria,0.0,https://www.sofascore.com/football/player/kauan-santos-neves/2025518
Defender,13,João Gabriel Queiroz Marques,BRA,,25/06/2008,Vitoria,0.0,https://www.sofascore.com/football/player/joao-gabriel-queiroz-marques/2081316
Defender,4,Ivan Henrique,BRA,191.0,29/06/2006,Vitoria,0.0,https://www.sofascore.com/football/player/ivan-henrique/2442382
Defender,15,Guilherme Inácio Cavalcante da Silva,BRA,,14/04/2008,Vitoria,0.0,https://www.sofascore.com/football/player/guilherme-inacio-cavalcante-da-silva/2442343
Goalkeeper,1,Lucas Arcanjo,BRA,190.0,08/08/1998,Vitoria,0.045,https://www.sofascore.com/football/player/lucas-arcanjo/982558
Goalkeeper,1,Gabriel Vasconcelos,BRA,193.0,27/09/1992,Vitoria,0.045,https://www.sofascore.com/football/player/gabriel-vasconcelos/147467
Goalkeeper,35,Alexandre Fintelman,BRA,194.0,20/07/2001,Vitoria,0.105,https://www.sofascore.com/football/player/alexandre-fintelman/1017274
Goalkeeper,1,Yuri Sena,BRA,190.0,03/01/2001,Vitoria,0.045,https://www.sofascore.com/football/player/yuri-sena/905464
Goalkeeper,42,Davi Barbosa da Silva Novaes,BRA,,02/03/2006,Vitoria,0.0,https://www.sofascore.com/football/player/davi-barbosa-da-silva-novaes/1633877
Goalkeeper,20,Kevin,-,,-,Vitoria,0.0,https://www.sofascore.com/football/player/kevin/2440232
Goalkeeper,-,Marques,-,,-,Vitoria,0.0,https://www.sofascore.com/football/player/marques/2440233
Forward,12,Willian José,BRA,189.0,23/11/1991,Bahia,0.0,https://www.sofascore.com/football/player/willian-jose/123223
Forward,89,Dell,BRA,174.0,09/06/2008,Bahia,0.0,https://www.sofascore.com/football/player/dell/2050427
Forward,7,Ademir,BRA,172.0,16/02/1995,Bahia,1.5,https://www.sofascore.com/football/player/ademir/922546
Forward,77,Tiago Souza,BRA,178.0,08/04/2005,Bahia,3.3,https://www.sofascore.com/football/player/tiago-souza/1469531
Forward,57,Kaue Furquim,BRA,173.0,27/02/2009,Bahia,0.0,https://www.sofascore.com/football/player/kaue-furquim/2297112
Forward,-,Caio Suassuna Gonçalves Ferreira,BRA,184.0,22/03/2007,Bahia,0.0,https://www.sofascore.com/football/player/caio-suassuna-goncalves-ferreira/1831095
Midfielder,10,Everton Ribeiro,BRA,174.0,10/04/1989,Bahia,1.2,https://www.sofascore.com/football/player/everton-ribeiro/145063
Midfielder,16,Erick Pulga,BRA,169.0,01/10/2000,Bahia,11.7,https://www.sofascore.com/football/player/erick-pulga/1104070
Midfielder,6,Jean Lucas,BRA,181.0,22/06/1998,Bahia,11.6,https://www.sofascore.com/football/player/jean-lucas/927975
Midfielder,37,Kayky,BRA,175.0,10/06/2003,Bahia,5.7,https://www.sofascore.com/football/player/kayky/1106151
Midfielder,8,Cauly,BRA,175.0,15/09/1995,Bahia,4.7,https://www.sofascore.com/football/player/cauly/255873
Midfielder,11,Rodrigo Nestor,BRA,174.0,09/08/2000,Bahia,7.4,https://www.sofascore.com/football/player/rodrigo-nestor/905461
Midfielder,99,Cristian Olivera,URU,170.0,17/04/2002,Bahia,5.4,https://www.sofascore.com/football/player/cristian-olivera/1068987
Midfielder,19,Caio Alexandre,BRA,174.0,24/02/1999,Bahia,7.2,https://www.sofascore.com/football/player/caio-alexandre/1008832
Midfielder,15,Michel Araújo,URU,178.0,28/09/1996,Bahia,2.6,https://www.sofascore.com/football/player/michel-araujo/924857
Midfielder,52,Ruan Pablo,BRA,183.0,22/07/2008,Bahia,4.5,https://www.sofascore.com/football/player/ruan-pablo-barbosa-sousa/1633616
Midfielder,14,Erick,BRA,176.0,14/11/1997,Bahia,4.1,https://www.sofascore.com/football/player/erick/874063
Midfielder,26,Nicolás Acevedo,URU,173.0,14/04/1999,Bahia,3.7,https://www.sofascore.com/football/player/nicolas-acevedo/959620
Midfielder,23,Mateo  Sanabria,ARG,178.0,30/03/2004,Bahia,0.62,https://www.sofascore.com/football/player/mateo-sanabria/1182233
Midfielder,68,Jota,BRA,183.0,06/02/2004,Bahia,0.0,https://www.sofascore.com/football/player/jota/1200993
Midfielder,71,Lyan Araujo,BRA,,17/02/2009,Bahia,0.0,https://www.sofascore.com/football/player/lyan-araujo/2076565
Midfielder,63,David Martins,BRA,,15/09/2007,Bahia,0.0,https://www.sofascore.com/football/player/almeida-de-lira-david-martins/2399661
Midfielder,-,Victor Hugo Oliveira de Carvalho,BRA,,14/02/2007,Bahia,0.0,https://www.sofascore.com/football/player/victor-hugo-oliveira-de-carvalho/1634969
Midfielder,-,Pedrinho,-,,19/01/2006,Bahia,0.0,https://www.sofascore.com/football/player/pedrinho/2442965
Defender,46,Luciano Juba,BRA,176.0,29/08/1999,Bahia,10.7,https://www.sofascore.com/football/player/luciano-juba/1017264
Defender,21,Santiago Ramos Mingo,ARG,185.0,21/11/2001,Bahia,11.3,https://www.sofascore.com/football/player/ramos-mingo-santiago/989843
Defender,2,Gilberto,BRA,181.0,07/03/1993,Bahia,2.6,https://www.sofascore.com/football/player/gilberto/261687
Defender,3,Gabriel Xavier,BRA,190.0,06/05/2001,Bahia,4.4,https://www.sofascore.com/football/player/gabriel-xavier/1117710
Defender,4,Kanu,BRA,186.0,07/03/1997,Bahia,1.4,https://www.sofascore.com/football/player/kanu/871705
Defender,44,Luiz Gustavo,BRA,188.0,12/04/2006,Bahia,0.47,https://www.sofascore.com/football/player/gustavo-luiz/1634148
Defender,25,Iago Borduchi,BRA,181.0,23/03/1997,Bahia,3.7,https://www.sofascore.com/football/player/iago/869644
Defender,33,David Duarte,BRA,192.0,24/01/1995,Bahia,1.1,https://www.sofascore.com/football/player/david-duarte/810715
Defender,5,Rezende,BRA,186.0,02/01/1995,Bahia,0.825,https://www.sofascore.com/football/player/rezende/868030
Defender,79,Matheus Bahia,BRA,181.0,11/08/1999,Bahia,3.1,https://www.sofascore.com/football/player/matheus-bahia/1047204
Defender,44,Marcos Victor,BRA,184.0,26/12/2001,Bahia,0.47,https://www.sofascore.com/football/player/marcos-victor/1174196
Defender,66,José Guilherme,BRA,181.0,16/03/2005,Bahia,0.38,https://www.sofascore.com/football/player/jose-guilherme/1476894
Defender,4,Román Gómez,ARG,181.0,14/07/2004,Bahia,1.4,https://www.sofascore.com/football/player/gomez-roman/1807816
Defender,-,Roger Ruan,BRA,,12/01/2005,Bahia,0.0,https://www.sofascore.com/football/player/roger-ruan-pereira-santos/1589573
Defender,83,Frederico Lippert Neto Gomes,BRA,,23/05/2006,Bahia,0.0,https://www.sofascore.com/football/player/lippert-neto-gomes-frederico/2399662
Goalkeeper,34,João Paulo,BRA,188.0,29/06/1995,Bahia,1.9,https://www.sofascore.com/football/player/joao-paulo/795177
Goalkeeper,96,Ronaldo,BRA,193.0,22/08/1996,Bahia,1.7,https://www.sofascore.com/football/player/ronaldo/840106
Goalkeeper,12,Victor Nascimento,BRA,,03/05/2006,Bahia,0.0,https://www.sofascore.com/football/player/joao-victor-nascimento-da-silva/2077503
Forward,99,André Luis,BRA,182.0,09/03/1994,Mirassol,1.3,https://www.sofascore.com/football/player/andre-luis/904297
Forward,77,Alesson,BRA,173.0,16/02/1999,Mirassol,1.5,https://www.sofascore.com/football/player/alesson/871015
Forward,96,Carlos Eduardo,BRA,173.0,10/10/1996,Mirassol,0.54,https://www.sofascore.com/football/player/carlos-eduardo/795295
Forward,78,Renato Marques,BRA,180.0,09/12/2003,Mirassol,0.73,https://www.sofascore.com/football/player/marques-renato/1194689
Forward,95,Edson Carioca,BRA,180.0,04/06/1998,Mirassol,1.5,https://www.sofascore.com/football/player/edson-carioca/1048612
Forward,9,Nathan Fogaça,BRA,178.0,09/06/1999,Mirassol,0.875,https://www.sofascore.com/football/player/nathan-fogaca/934638
Midfielder,33,Eduardo,BRA,184.0,17/10/1989,Mirassol,0.725,https://www.sofascore.com/football/player/eduardo/76507
Midfielder,27,Antonio Galeano,PAR,169.0,22/03/2000,Mirassol,3.9,https://www.sofascore.com/football/player/antonio-galeano/883207
Midfielder,29,Lucas Oliveira,BRA,187.0,02/02/1996,Mirassol,1.1,https://www.sofascore.com/football/player/lucas-oliveira/867907
Midfielder,11,Negueba,BRA,175.0,03/12/1999,Mirassol,3.3,https://www.sofascore.com/football/player/negueba/872007
Midfielder,26,Lucas Mugni,ARG,184.0,12/01/1992,Mirassol,0.235,https://www.sofascore.com/football/player/lucas-mugni/249881
Midfielder,7,Shaylon,BRA,180.0,27/04/1997,Mirassol,1.0,https://www.sofascore.com/football/player/shaylon/874723
Midfielder,25,Neto Moura,BRA,176.0,06/08/1996,Mirassol,2.2,https://www.sofascore.com/football/player/neto-moura/559034
Midfielder,8,Denilson,BRA,180.0,23/03/2001,Mirassol,2.1,https://www.sofascore.com/football/player/denilson/1175760
Midfielder,21,José Aldo,BRA,174.0,25/07/1998,Mirassol,0.735,https://www.sofascore.com/football/player/jose-aldo/988851
Midfielder,5,Yuri Lara,BRA,173.0,20/04/1994,Mirassol,0.62,https://www.sofascore.com/football/player/yuri-lara/809536
Defender,6,Reinaldo,BRA,178.0,28/09/1989,Mirassol,0.415,https://www.sofascore.com/football/player/reinaldo/243109
Defender,3,Willian Machado,BRA,185.0,13/11/1996,Mirassol,1.1,https://www.sofascore.com/football/player/willian-machado/925871
Defender,16,Felipe Jonatan,BRA,176.0,15/02/1998,Mirassol,1.9,https://www.sofascore.com/football/player/felipe-jonatan/931574
Defender,14,Igor Cariús,BRA,183.0,01/05/1993,Mirassol,0.245,https://www.sofascore.com/football/player/igor-carius/874195
Defender,19,Lucas Ramon,BRA,178.0,07/03/1994,Mirassol,0.52,https://www.sofascore.com/football/player/lucas-ramon/797225
Defender,34,João Victor,BRA,188.0,02/09/1997,Mirassol,1.5,https://www.sofascore.com/football/player/joao-victor/863297
Defender,44,Gabriel,BRA,185.0,18/10/2003,Mirassol,0.72,https://www.sofascore.com/football/player/gabriel/1465498
Defender,20,Daniel Borges,BRA,174.0,23/03/1993,Mirassol,0.325,https://www.sofascore.com/football/player/daniel-borges/794874
Defender,4,Luiz Otávio,BRA,194.0,09/10/1992,Mirassol,0.55,https://www.sofascore.com/football/player/luiz-otavio/874778
Defender,40,Ramires,BRA,,21/03/2006,Mirassol,0.0,https://www.sofascore.com/football/player/ramires/2408576
Goalkeeper,22,Walter,BRA,188.0,18/11/1987,Mirassol,0.18,https://www.sofascore.com/football/player/walter/329055
Goalkeeper,23,Alex Muralha,BRA,188.0,10/11/1989,Mirassol,0.105,https://www.sofascore.com/football/player/alex-muralha/340113
Goalkeeper,90,Thomazella,BRA,191.0,15/08/1990,Mirassol,0.205,https://www.sofascore.com/football/player/thomazella/870929
Forward,9,Pedro,BRA,186.0,20/06/1997,Flamengo,17.5,https://www.sofascore.com/football/player/pedro/840219
Forward,27,Bruno Henrique,BRA,184.0,30/12/1990,Flamengo,0.825,https://www.sofascore.com/football/player/bruno-henrique/795291
Forward,64,Wallace Yan,BRA,182.0,08/02/2005,Flamengo,6.2,https://www.sofascore.com/football/player/wallace/1466084
Forward,81,Douglas Costa Telles,BRA,177.0,01/06/2007,Flamengo,0.0,https://www.sofascore.com/football/player/douglas-costa-telles/1883297
Forward,59,Pedro Leão,BRA,183.0,28/06/2006,Flamengo,0.0,https://www.sofascore.com/football/player/pedro-henrique-leao-alves-lopes/1641243
Forward,80,Joao Camargo,BRA,186.0,12/04/2007,Flamengo,0.0,https://www.sofascore.com/football/player/camargo-joao/2408644
Midfielder,10,Giorgian De Arrascaeta,URU,173.0,01/06/1994,Flamengo,14.5,https://www.sofascore.com/football/player/giorgian-de-arrascaeta/333587
Midfielder,21,Jorginho,ITA,180.0,20/12/1991,Flamengo,5.4,https://www.sofascore.com/football/player/jorginho/132874
Midfielder,16,Samuel Lino,BRA,178.0,23/12/1999,Flamengo,21.0,https://www.sofascore.com/football/player/samuel-lino/874705
Midfielder,50,Gonzalo Plata,ECU,178.0,01/11/2000,Flamengo,8.6,https://www.sofascore.com/football/player/gonzalo-plata/937937
Midfielder,18,Nicolás de la Cruz,URU,167.0,01/06/1997,Flamengo,8.4,https://www.sofascore.com/football/player/nicolas-de-la-cruz/877513
Midfielder,7,Luiz Araújo,BRA,175.0,02/06/1996,Flamengo,7.2,https://www.sofascore.com/football/player/luiz-araujo/840451
Midfielder,15,Jorge Carrascal,COL,179.0,25/05/1998,Flamengo,8.3,https://www.sofascore.com/football/player/jorge-carrascal/590392
Midfielder,8,Saúl Ñíguez,ESP,184.0,21/11/1994,Flamengo,2.4,https://www.sofascore.com/football/player/saul-niguez/116955
Midfielder,11,Everton,BRA,174.0,22/03/1996,Flamengo,6.4,https://www.sofascore.com/football/player/everton/386198
Midfielder,5,Erick Pulgar,CHI,186.0,15/01/1994,Flamengo,5.4,https://www.sofascore.com/football/player/erick-pulgar/590262
Midfielder,30,Michael,BRA,166.0,12/03/1996,Flamengo,3.1,https://www.sofascore.com/football/player/michael/878084
Midfielder,29,Allan,BRA,172.0,03/03/1997,Flamengo,2.7,https://www.sofascore.com/football/player/allan/828839
Midfielder,52,Evertton Araujo,BRA,185.0,28/02/2003,Flamengo,5.4,https://www.sofascore.com/football/player/evertton/1145106
Defender,13,Danilo,BRA,184.0,15/07/1991,Flamengo,2.6,https://www.sofascore.com/football/player/danilo/124992
Defender,26,Alex Sandro,BRA,181.0,26/01/1991,Flamengo,1.5,https://www.sofascore.com/football/player/alex-sandro/84854
Defender,3,Léo Ortiz,BRA,185.0,03/01/1996,Flamengo,14.6,https://www.sofascore.com/football/player/leo-ortiz/869643
Defender,22,Emerson Royal,BRA,183.0,14/01/1999,Flamengo,8.6,https://www.sofascore.com/football/player/emerson-royal/856123
Defender,4,Léo Pereira,BRA,189.0,31/01/1996,Flamengo,10.6,https://www.sofascore.com/football/player/leo-pereira/358548
Defender,2,Guillermo Varela,URU,171.0,24/03/1993,Flamengo,1.3,https://www.sofascore.com/football/player/guillermo-varela/311456
Defender,6,Ayrton Lucas,BRA,180.0,19/06/1997,Flamengo,4.7,https://www.sofascore.com/football/player/ayrton-lucas/818473
Defender,57,Iago Silva,BRA,188.0,18/04/2005,Flamengo,0.94,https://www.sofascore.com/football/player/iago/1647585
Defender,4,Vitão,BRA,185.0,02/02/2000,Flamengo,10.6,https://www.sofascore.com/football/player/vitao/876625
Defender,61,João Victor,BRA,187.0,02/01/2007,Flamengo,0.775,https://www.sofascore.com/football/player/joao-cunha/1602833
Defender,67,Kaio Júnior,BRA,186.0,22/01/2007,Flamengo,0.0,https://www.sofascore.com/football/player/kaio-junior/2028687
Goalkeeper,1,Agustín Rossi,ARG,193.0,21/08/1995,Flamengo,10.3,https://www.sofascore.com/football/player/agustin-rossi/1140986
Goalkeeper,49,Dyogo Alves,BRA,188.0,09/01/2004,Flamengo,0.41,https://www.sofascore.com/football/player/dyogo-alves/1514629
Goalkeeper,42,Andrew,BRA,189.0,01/07/2001,Flamengo,7.2,https://www.sofascore.com/football/player/andrew/947893
Goalkeeper,84,Gabriel Werneck,BRA,,14/02/2009,Flamengo,0.0,https://www.sofascore.com/football/player/werneck/2408578
Goalkeeper,71,Pedro Batista,BRA,,18/07/2008,Flamengo,0.0,https://www.sofascore.com/football/player/pedro-batista/2440991
Forward,99,Carlinhos,BRA,195.0,12/02/1997,Remo,0.925,https://www.sofascore.com/football/player/carlinhos/852534
Forward,-,Alef Manga,BRA,190.0,29/11/1994,Remo,0.36,https://www.sofascore.com/football/player/manga-alef/954719
Forward,45,João Pedro Silva,GBS,185.0,13/11/1996,Remo,2.9,https://www.sofascore.com/football/player/joao-pedro-silva/362966
Forward,39,Eduardo Melo,BRA,186.0,13/05/2001,Remo,0.077,https://www.sofascore.com/football/player/eduardo-melo/1018777
Midfielder,-,Yago Pikachu,BRA,170.0,05/06/1992,Remo,0.36,https://www.sofascore.com/football/player/yago-pikachu/363688
Midfielder,45,Patrick de Paula,BRA,180.0,08/09/1999,Remo,2.9,https://www.sofascore.com/football/player/patrick-de-paula/1015291
Midfielder,20,Víctor Cantillo,COL,182.0,15/10/1993,Remo,0.39,https://www.sofascore.com/football/player/victor-cantillo/355802
Midfielder,88,Patrick,BRA,176.0,29/07/1992,Remo,0.077,https://www.sofascore.com/football/player/patrick/594428
Midfielder,8,Nathan,BRA,177.0,13/03/1996,Remo,0.555,https://www.sofascore.com/football/player/nathan/358538
Midfielder,26,Marrony,BRA,188.0,05/02/1999,Remo,0.67,https://www.sofascore.com/football/player/marrony/926871
Midfielder,10,Jaderson,BRA,170.0,12/08/2000,Remo,0.325,https://www.sofascore.com/football/player/jaderson/869639
Midfielder,77,Panagiotis Tachtsidis,GRE,193.0,15/02/1991,Remo,0.335,https://www.sofascore.com/football/player/panagiotis-tachtsidis/32985
Midfielder,22,Régis,BRA,170.0,30/11/1992,Remo,0.32,https://www.sofascore.com/football/player/regis/335365
Midfielder,31,Dodô,BRA,171.0,05/09/1994,Remo,0.082,https://www.sofascore.com/football/player/dodo/338839
Midfielder,7,Giovanni Pavani,BRA,178.0,22/11/1996,Remo,0.43,https://www.sofascore.com/football/player/giovanni-pavani/1176815
Midfielder,11,Nicolás Ferreira,URU,170.0,07/02/2002,Remo,0.65,https://www.sofascore.com/football/player/nicolas-ferreira/1190330
Midfielder,6,Zé Ricardo,BRA,180.0,03/02/1999,Remo,0.39,https://www.sofascore.com/football/player/ze-ricardo/943044
Midfielder,56,Henrique Vigia,BRA,178.0,20/01/2002,Remo,0.047,https://www.sofascore.com/football/player/henrique-vigia/1122853
Midfielder,15,Ronald,BRA,167.0,10/08/2002,Remo,0.097,https://www.sofascore.com/football/player/ronald/1048963
Midfielder,23,Guty,BRA,173.0,26/06/2003,Remo,0.0,https://www.sofascore.com/football/player/guty/1487118
Defender,2,João Lucas,BRA,181.0,03/09/1998,Remo,1.6,https://www.sofascore.com/football/player/joao-lucas/981019
Defender,6,Jorge,BRA,184.0,28/03/1996,Remo,0.39,https://www.sofascore.com/football/player/jorge/759428
Defender,27,Kayky Almeida,BRA,185.0,01/05/2005,Remo,0.775,https://www.sofascore.com/football/player/kayky-almeida/1464528
Defender,29,Reynaldo,BRA,186.0,03/01/1997,Remo,1.1,https://www.sofascore.com/football/player/reynaldo/877470
Defender,6,Thalisson Gabriel,BRA,190.0,20/01/2002,Remo,0.39,https://www.sofascore.com/football/player/thalisson-gabriel/1109577
Defender,4,William Klaus,BRA,187.0,11/01/1994,Remo,0.285,https://www.sofascore.com/football/player/william-klaus/866721
Defender,16,Sávio,BRA,175.0,27/05/1995,Remo,0.43,https://www.sofascore.com/football/player/savio/866369
Defender,79,Marcelinho,BRA,169.0,20/07/1998,Remo,0.555,https://www.sofascore.com/football/player/marcelinho/986868
Defender,17,Cristian Tassano,URU,185.0,23/07/1996,Remo,0.39,https://www.sofascore.com/football/player/cristian-tassano/790099
Defender,-,Léo,BRA,190.0,18/04/1998,Remo,0.36,https://www.sofascore.com/football/player/leo/903027
Goalkeeper,88,Marcelo Rangel,BRA,186.0,17/05/1988,Remo,0.077,https://www.sofascore.com/football/player/marcelo-rangel/870902
Goalkeeper,94,Ygor Vinhas,BRA,192.0,15/04/1994,Remo,0.052,https://www.sofascore.com/football/player/ygor-vinhas/922569
Forward,19,Rafael Borré,COL,174.0,15/09/1995,Internacional,0.73,https://www.sofascore.com/football/player/rafael-borre/560116
Forward,7,Johan Carbonero,COL,170.0,20/07/1999,Internacional,4.3,https://www.sofascore.com/football/player/carbonero-johan/925125
Forward,49,João Bezerra,BRA,190.0,29/06/2009,Internacional,0.0,https://www.sofascore.com/football/player/joao-bezerra/2429684
Midfielder,10,Alan Patrick,BRA,177.0,13/05/1991,Internacional,2.7,https://www.sofascore.com/football/player/alan-patrick/124997
Midfielder,-,Paulinho Paula,BRA,173.0,08/01/1997,Internacional,0.385,https://www.sofascore.com/football/player/paulinho-paula/879902
Midfielder,29,Thiago Maia,BRA,179.0,23/03/1997,Internacional,2.9,https://www.sofascore.com/football/player/thiago-maia/358550
Midfielder,17,Bruno Tabata,BRA,175.0,30/03/1997,Internacional,2.2,https://www.sofascore.com/football/player/bruno-tabata/845433
Midfielder,13,Vitinho,BRA,181.0,01/04/1999,Internacional,0.55,https://www.sofascore.com/football/player/vitinho/982405
Midfielder,-,Bruno Henrique,BRA,180.0,21/10/1989,Internacional,0.385,https://www.sofascore.com/football/player/bruno-henrique/345113
Midfielder,47,Gustavo Prado,BRA,179.0,06/06/2005,Internacional,2.8,https://www.sofascore.com/football/player/gustavo-prado/1485220
Midfielder,16,Ronaldo,BRA,175.0,23/10/1996,Internacional,1.1,https://www.sofascore.com/football/player/ronaldo/824152
Midfielder,14,Alan Rodríguez,URU,170.0,25/01/2000,Internacional,2.2,https://www.sofascore.com/football/player/alan-rodriguez/874576
Midfielder,19,Hyoran,BRA,174.0,25/05/1993,Internacional,0.73,https://www.sofascore.com/football/player/hyoran/551348
Midfielder,39,Luis Otávio,BRA,181.0,12/04/2007,Internacional,2.7,https://www.sofascore.com/football/player/luis-otavio/1835768
Midfielder,37,Yago Noal,BRA,171.0,05/02/2007,Internacional,0.485,https://www.sofascore.com/football/player/yago/1835793
Midfielder,36,Richard Cândido,BRA,191.0,18/02/1994,Internacional,0.72,https://www.sofascore.com/football/player/richard-candido/897617
Midfielder,33,Benjamin Arhin,GHA,168.0,28/05/2006,Internacional,0.0,https://www.sofascore.com/football/player/benjamin-arhin/2027868
Midfielder,30,Alisson Rodrigues de Melo,BRA,,31/07/2008,Internacional,0.0,https://www.sofascore.com/football/player/alisson-rodrigues-de-melo/1890696
Midfielder,50,Gustavo dos Santos,BRA,,28/08/2006,Internacional,0.0,https://www.sofascore.com/football/player/dos-santos-gustavo/2111049
Midfielder,31,Allex,BRA,164.0,04/05/2006,Internacional,0.0,https://www.sofascore.com/football/player/allex/1485191
Midfielder,51,Kempes,BRA,,25/04/2009,Internacional,0.0,https://www.sofascore.com/football/player/joao-gabriel-kempes-goncalves/2173264
Defender,26,Alexandro Bernabei,ARG,169.0,24/09/2000,Internacional,5.6,https://www.sofascore.com/football/player/alexandro-bernabei/989200
Defender,25,Gabriel Mercado,ARG,180.0,18/03/1987,Internacional,0.16,https://www.sofascore.com/football/player/gabriel-mercado/128376
Defender,15,Bruno Gomes,BRA,175.0,04/04/2001,Internacional,5.2,https://www.sofascore.com/football/player/bruno-gomes/995071
Defender,35,Braian Aguirre,ARG,174.0,28/07/2000,Internacional,2.4,https://www.sofascore.com/football/player/braian-aguirre/1084963
Defender,41,Victor Gabriel,BRA,185.0,28/04/2004,Internacional,4.7,https://www.sofascore.com/football/player/victor-gabriel/1106487
Defender,18,Juninho,BRA,186.0,01/02/1995,Internacional,0.825,https://www.sofascore.com/football/player/juninho/799947
Defender,2,Alan Benítez,PAR,177.0,25/01/1994,Internacional,0.475,https://www.sofascore.com/football/player/alan-benitez/312824
Defender,20,Clayton Sampaio,BRA,187.0,04/04/2000,Internacional,0.745,https://www.sofascore.com/football/player/clayton/1394242
